Income_Category,Card_Category,Education_Level,Customer_Age,Dependent_count,Attrition,Credit_Limit,CLIENT_ID,Gender,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Marital_Status,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
$60K - $80K,Blue,Graduate,61,0,Existing Customer,3352,717268458,M,49,4,3,4,Married,1713,1639,0.657,1952,50,0.667,0.511,0.00044282,0.99956
$40K - $60K,Blue,Uneducated,43,4,Existing Customer,6648,827888433,M,39,5,2,2,Single,2242,4406,0.79,2089,60,0.579,0.337,0.00012274,0.99988
Less than $40K,Blue,College,48,3,Existing Customer,2335,716522583,F,36,4,3,3,Divorced,1845,490,0.537,1362,33,0.269,0.79,0.00030519,0.99969
$60K - $80K,Blue,Graduate,36,3,Existing Customer,12397,789415983,M,27,4,3,2,Married,1001,11396,0.756,1888,42,0.448,0.081,0.00018665,0.99981
$40K - $60K,Blue,Uneducated,34,2,Existing Customer,1438.3,719819958,M,26,5,1,4,Married,708,730.3,1.212,2243,43,0.483,0.492,0.00016249,0.99984
Less than $40K,Blue,Graduate,53,1,Existing Customer,2240,769579608,F,46,3,6,4,Single,1601,639,0.833,3795,70,0.75,0.715,0.00038238,0.99962
$40K - $60K,Blue,Unknown,43,5,Existing Customer,5330,772353408,F,33,4,3,4,Single,1161,4169,0.558,1441,43,0.387,0.218,0.00058553,0.99941
Less than $40K,Blue,High School,61,1,Existing Customer,1795,716615583,F,51,3,3,3,Married,794,1001,0.953,1834,59,1.107,0.442,0.00027604,0.99972
$80K - $120K,Blue,High School,55,2,Existing Customer,5741,781131483,M,47,3,1,4,Married,1894,3847,1.111,2170,51,0.962,0.33,0.00015363,0.99985
Unknown,Blue,Graduate,51,1,Existing Customer,2002,719101908,F,39,4,3,3,Married,1248,754,0.502,1585,40,0.905,0.623,0.00028395,0.99972
$80K - $120K,Blue,Graduate,38,1,Existing Customer,25662,720521808,M,19,6,3,2,Single,1515,24147,0.556,1484,36,0.636,0.059,0.00016883,0.99983
$80K - $120K,Blue,Uneducated,52,2,Existing Customer,22103,718136283,M,36,3,1,4,Single,1515,20588,0.506,1541,29,0.318,0.069,0.00016249,0.99984
Less than $40K,Blue,High School,36,5,Existing Customer,1438.3,778855383,F,17,3,1,3,Married,0,1438.3,1.028,1975,40,0.6,0,9.30E-05,0.99991
$40K - $60K,Blue,High School,45,3,Attrited Customer,12355,779722308,F,30,5,2,2,Married,0,12355,0.912,1044,28,0.273,0,0.99137,0.00863
$40K - $60K,Blue,College,34,3,Existing Customer,2000,818926833,F,29,4,1,2,Married,0,2000,0.782,1944,42,0.75,0,5.56E-05,0.99994
$120K +,Blue,Graduate,27,0,Existing Customer,8713,721217283,M,17,6,2,2,Single,1354,7359,0.558,2094,36,0.333,0.155,9.77E-05,0.9999
Less than $40K,Blue,Unknown,49,5,Existing Customer,9165,717167283,F,36,4,1,4,Divorced,0,9165,0.597,1846,56,0.647,0,0.00017934,0.99982
Less than $40K,Silver,Graduate,43,1,Existing Customer,11583,713371233,F,31,5,1,2,Married,631,10952,0.714,3320,55,0.774,0.054,4.67E-05,0.99995
$80K - $120K,Blue,Graduate,52,4,Existing Customer,1438.3,778426608,M,32,4,3,3,Married,702,736.3,0.805,1805,53,0.606,0.488,0.00031726,0.99968
Unknown,Blue,Unknown,31,2,Attrited Customer,8149,713823033,F,20,3,1,2,Married,0,8149,0.331,808,30,0.111,0,0.98375,0.01625
$80K - $120K,Blue,Uneducated,40,3,Attrited Customer,3616,787515333,M,29,3,2,3,Married,1151,2465,0.687,820,21,0.75,0.318,0.99513,0.00487126
$80K - $120K,Blue,Graduate,39,3,Existing Customer,8434,710944608,M,31,6,2,4,Unknown,2222,6212,0.691,1414,27,0.929,0.263,0.00033886,0.99966
$60K - $80K,Blue,Graduate,45,3,Existing Customer,9791,718444233,M,25,3,3,2,Married,1311,8480,0.704,1649,59,0.513,0.134,0.00018665,0.99981
Less than $40K,Blue,Graduate,37,2,Existing Customer,8444,771099183,F,24,5,2,3,Single,1945,6499,0.703,2497,74,0.609,0.23,0.00019143,0.99981
Less than $40K,Blue,Graduate,49,4,Existing Customer,2228,770241333,F,43,3,1,4,Divorced,1003,1225,1.119,2104,44,0.467,0.45,0.00016574,0.99983
$120K +,Blue,Graduate,56,3,Attrited Customer,12211,710819733,M,36,5,1,1,Married,0,12211,0.642,903,29,0.526,0,0.9718,0.0282
Less than $40K,Blue,High School,62,0,Existing Customer,1438.3,772155108,F,51,6,3,4,Married,0,1438.3,0.702,1445,38,0.31,0,0.00043049,0.99957
$40K - $60K,Blue,High School,37,3,Existing Customer,1586,798796233,F,31,5,3,3,Married,1038,548,0.973,1724,24,0.714,0.654,0.00030516,0.99969
$40K - $60K,Blue,High School,42,3,Existing Customer,2247,815472108,M,37,3,3,3,Single,1045,1202,0.952,1300,31,0.55,0.465,0.00030516,0.99969
$60K - $80K,Blue,Graduate,36,3,Existing Customer,2789,769145733,M,30,3,4,3,Single,1584,1205,0.996,2688,60,0.714,0.568,0.00037935,0.99962
$40K - $60K,Blue,Graduate,59,0,Existing Customer,4241,783364233,M,53,3,2,3,Married,0,4241,0.607,1798,45,0.731,0,0.00016428,0.99984
Unknown,Blue,Graduate,40,1,Existing Customer,8398,772236108,F,29,5,1,3,Married,1892,6506,0.861,1489,29,0.526,0.225,8.70E-05,0.99991
$40K - $60K,Blue,High School,43,3,Existing Customer,4112,715640358,M,36,6,3,3,Single,768,3344,0.413,1334,40,0.429,0.187,0.00030516,0.99969
$40K - $60K,Silver,Graduate,29,2,Existing Customer,15578,713529858,M,22,6,2,3,Divorced,1383,14195,0.794,2492,71,0.614,0.089,0.00017297,0.99983
$40K - $60K,Blue,Graduate,42,4,Existing Customer,4008,715684308,F,36,6,2,2,Married,1636,2372,0.637,1395,43,0.955,0.408,0.00011937,0.99988
Unknown,Blue,High School,63,1,Existing Customer,12766,709451508,F,50,6,1,3,Married,0,12766,0.668,1191,28,0.647,0,8.45E-05,0.99992
Less than $40K,Blue,Post-Graduate,36,2,Existing Customer,3438,709204158,F,24,5,2,4,Single,1129,2309,0.605,2331,56,0.436,0.328,0.00038424,0.99962
$80K - $120K,Blue,High School,53,4,Existing Customer,16692,713182458,M,43,3,1,2,Married,2446,14246,0.853,1288,29,0.45,0.147,5.62E-05,0.99994
Less than $40K,Blue,Uneducated,36,2,Existing Customer,4066,710624658,F,36,4,2,2,Married,1639,2427,1.749,3040,56,0.931,0.403,0.00011703,0.99988
$60K - $80K,Blue,Unknown,36,3,Existing Customer,13080,716355783,M,30,5,2,3,Married,0,13080,0.685,1999,44,0.571,0,0.00021834,0.99978
Less than $40K,Blue,College,26,0,Existing Customer,1934,716793108,M,36,4,1,2,Single,1070,864,0.448,2334,61,0.452,0.553,4.60E-05,0.99995
Less than $40K,Blue,Unknown,45,0,Existing Customer,3230,716162583,F,36,6,2,3,Single,2517,713,0.615,1931,57,0.425,0.779,0.00018057,0.99982
Less than $40K,Blue,Graduate,55,0,Existing Customer,3615,714051033,F,36,6,2,4,Married,1699,1916,0.576,1967,40,0.538,0.47,0.00028024,0.99972
Unknown,Blue,Unknown,61,0,Existing Customer,1801,715007583,F,36,4,2,2,Unknown,0,1801,1.234,3193,62,1.48,0,0.00010736,0.99989
Less than $40K,Blue,Uneducated,26,0,Existing Customer,2665,719139558,M,36,4,3,4,Single,1567,1098,0.586,2514,64,0.455,0.588,0.00045531,0.99954
$60K - $80K,Silver,Graduate,40,4,Existing Customer,28822,794632308,M,25,5,3,2,Married,2517,26305,0.492,1504,35,0.296,0.087,0.00017045,0.99983
$40K - $60K,Blue,Graduate,38,2,Existing Customer,14632,770662383,M,24,6,3,2,Single,1158,13474,0.501,1399,36,0.5,0.079,0.00017987,0.99982
Unknown,Blue,College,32,0,Existing Customer,6715,714787383,F,36,5,3,3,Married,1314,5401,0.987,1731,41,0.519,0.196,0.00025239,0.99975
$60K - $80K,Blue,Unknown,53,2,Existing Customer,6658,714700158,M,46,3,2,3,Married,1761,4897,0.489,1309,40,0.6,0.264,0.00021042,0.99979
$40K - $60K,Blue,Graduate,52,2,Existing Customer,3360,710581758,F,44,6,2,3,Single,1219,2141,0.412,1309,30,1,0.363,0.00019143,0.99981
$80K - $120K,Blue,Graduate,29,1,Existing Customer,14853,720497958,M,14,5,3,2,Married,0,14853,1.025,1800,41,0.519,0,0.00016883,0.99983
$60K - $80K,Blue,Graduate,38,2,Existing Customer,4800,720920058,M,25,3,3,4,Married,1212,3588,1.254,2935,62,0.879,0.252,0.000516,0.99948
$40K - $60K,Blue,Unknown,27,0,Existing Customer,4610,710872233,M,17,5,1,2,Single,0,4610,0.794,2280,49,0.4,0,5.20E-05,0.99995
Less than $40K,Blue,High School,46,4,Existing Customer,1438.3,709855608,F,36,3,3,4,Married,981,457.3,0.663,1114,33,0.65,0.682,0.00052608,0.99947
$60K - $80K,Blue,Uneducated,57,0,Existing Customer,8377,815484783,M,42,6,4,3,Single,1211,7166,0.813,1797,44,1.2,0.145,0.00032257,0.99968
$80K - $120K,Blue,High School,42,3,Existing Customer,4147,771602883,M,30,4,5,4,Single,1719,2428,0.875,1776,44,0.571,0.415,0.00058135,0.99942
$40K - $60K,Blue,Post-Graduate,62,0,Existing Customer,2644,755953308,F,55,6,1,4,Married,2207,437,0.866,1194,30,0.765,0.835,0.00015958,0.99984
$40K - $60K,Blue,Graduate,37,1,Existing Customer,13355,758408883,F,30,5,3,4,Unknown,1631,11724,1.113,1921,37,0.85,0.122,0.00048435,0.99952
$40K - $60K,Blue,Unknown,57,2,Existing Customer,3251,717940008,F,36,5,2,2,Divorced,1887,1364,1.007,3228,67,0.763,0.58,0.00012511,0.99987
$40K - $60K,Blue,High School,35,2,Existing Customer,2100,720917808,M,36,5,3,4,Single,950,1150,0.764,2623,74,1.114,0.452,0.00050163,0.9995
Less than $40K,Blue,Unknown,55,1,Existing Customer,3566,812801958,F,50,5,3,4,Married,1401,2165,0.903,2425,54,0.8,0.393,0.00053237,0.99947
Unknown,Blue,Graduate,56,4,Existing Customer,14915,714997683,F,49,5,1,3,Married,1111,13804,0.846,1388,35,0.667,0.074,9.72E-05,0.9999
$60K - $80K,Blue,Graduate,39,2,Existing Customer,13003,709379283,M,27,3,1,4,Married,0,13003,0.877,1697,40,1.105,0,0.00015804,0.99984
Less than $40K,Blue,College,64,0,Existing Customer,2492,711840408,M,55,5,3,4,Married,1424,1068,0.485,1375,30,0.364,0.571,0.00043053,0.99957
Less than $40K,Blue,Graduate,37,4,Existing Customer,1758,785328408,F,31,5,2,3,Married,1180,578,0.744,2013,41,0.367,0.671,0.00020077,0.9998
$60K - $80K,Blue,College,34,1,Existing Customer,5510,719873808,M,23,3,2,2,Married,1604,3906,0.551,1995,53,0.262,0.291,0.00010387,0.9999
$60K - $80K,Blue,Uneducated,46,5,Existing Customer,17196,715528983,M,36,3,1,2,Divorced,1646,15550,0.542,1466,41,1.278,0.096,5.85E-05,0.99994
$40K - $60K,Blue,High School,65,0,Existing Customer,5877,720254883,F,46,6,1,3,Married,1697,4180,1.058,2494,58,0.706,0.289,7.73E-05,0.99992
$60K - $80K,Blue,Graduate,36,0,Existing Customer,7667,811980858,M,31,5,1,2,Married,0,7667,0.632,1501,35,0.667,0,4.73E-05,0.99995
$40K - $60K,Blue,College,35,2,Existing Customer,2939,711330408,F,24,4,1,3,Married,1865,1074,0.932,2077,47,0.679,0.635,9.01E-05,0.99991
$80K - $120K,Blue,Unknown,49,1,Existing Customer,5898,718465458,M,31,6,1,4,Single,1348,4550,0.64,1002,21,1.333,0.229,0.00016305,0.99984
Unknown,Blue,Uneducated,46,3,Existing Customer,19995,710616183,F,33,5,3,4,Single,0,19995,0.65,1879,34,0.7,0,0.00055052,0.99945
$40K - $60K,Blue,Post-Graduate,26,0,Existing Customer,2773,714580158,M,36,6,1,4,Married,2080,693,0.695,3567,73,0.622,0.75,0.00015958,0.99984
$60K - $80K,Blue,Graduate,52,3,Existing Customer,3323,710798883,M,44,4,2,4,Single,2310,1013,0.749,1599,47,0.808,0.695,0.00033886,0.99966
Unknown,Blue,Graduate,38,0,Existing Customer,16049,720511608,F,28,5,3,3,Married,799,15250,0.777,1989,33,0.571,0.05,0.0002596,0.99974
$40K - $60K,Blue,High School,37,1,Existing Customer,3601,708913233,M,28,3,4,2,Married,1236,2365,0.726,1802,34,0.478,0.343,0.00019835,0.9998
Less than $40K,Blue,Graduate,33,3,Existing Customer,2307,788038383,F,25,3,2,2,Married,1385,922,1.515,2440,48,0.846,0.6,0.00011811,0.99988
$60K - $80K,Blue,Uneducated,59,1,Existing Customer,3742,719905908,M,36,4,3,3,Married,1175,2567,0.514,1505,31,0.824,0.314,0.00029196,0.99971
$40K - $60K,Blue,High School,34,3,Existing Customer,2937,807044958,M,29,6,3,3,Married,869,2068,1.493,2171,45,0.875,0.296,0.00030516,0.99969
Unknown,Blue,Post-Graduate,39,3,Existing Customer,3209,719514783,F,26,6,1,4,Unknown,2517,692,0.431,1292,37,0.762,0.784,0.00019296,0.99981
$60K - $80K,Blue,Graduate,59,0,Existing Customer,12554,787643658,M,53,6,1,4,Married,2169,10385,0.529,1422,30,0.579,0.173,0.00013562,0.99986
$60K - $80K,Blue,Graduate,50,1,Existing Customer,4702,779138883,M,34,6,3,4,Married,0,4702,0.578,1673,44,0.257,0,0.00048435,0.99952
$40K - $60K,Blue,Unknown,26,1,Existing Customer,5645,708173433,F,14,4,2,4,Single,2324,3321,0.655,2482,57,0.727,0.412,0.00033692,0.99966
$60K - $80K,Blue,High School,32,0,Existing Customer,14308,778401033,M,13,3,3,4,Married,1889,12419,1.053,1659,39,1.167,0.132,0.00043049,0.99957
$40K - $60K,Blue,College,51,2,Attrited Customer,4882,818375733,F,46,3,1,3,Married,695,4187,0.508,1544,44,0.517,0.142,0.98902,0.01098
$80K - $120K,Blue,Doctorate,41,4,Existing Customer,33405,711048783,M,29,3,3,3,Married,0,33405,0.535,1345,34,0.619,0,0.00045905,0.99954
$40K - $60K,Blue,Graduate,39,1,Existing Customer,2700,721415658,F,27,3,1,2,Married,2220,480,1.595,2901,59,1.36,0.822,5.17E-05,0.99995
Less than $40K,Blue,Uneducated,49,2,Existing Customer,2934,717961458,F,37,5,1,4,Single,2381,553,0.762,3396,64,0.778,0.812,0.00016249,0.99984
$120K +,Blue,Unknown,30,2,Existing Customer,1548,718563483,M,14,3,2,3,Divorced,0,1548,0.828,2611,64,0.455,0,0.00021042,0.99979
Less than $40K,Blue,High School,40,3,Existing Customer,5525,717128283,F,36,5,2,2,Unknown,2409,3116,0.929,2305,33,0.941,0.436,0.00011482,0.99989
Less than $40K,Blue,Uneducated,36,3,Existing Customer,5750,718068933,F,36,5,2,4,Single,1521,4229,0.837,2155,61,0.605,0.265,0.00034841,0.99965
$120K +,Blue,College,56,2,Existing Customer,27157,718623783,M,36,6,3,2,Married,1547,25610,0.487,1535,38,0.267,0.057,0.00017488,0.99983
$80K - $120K,Blue,Doctorate,37,3,Existing Customer,12830,716565258,M,36,5,2,4,Single,0,12830,0.774,2526,54,0.588,0,0.0004903,0.99951
Less than $40K,Blue,Unknown,51,4,Existing Customer,5530,712505658,F,41,3,1,3,Single,1999,3531,1.018,1766,45,0.667,0.361,0.00010679,0.99989
Less than $40K,Blue,Uneducated,36,2,Existing Customer,2684,792565908,F,30,6,2,3,Single,1474,1210,1.042,2346,51,1.04,0.549,0.00019683,0.9998
$80K - $120K,Blue,Graduate,62,1,Existing Customer,2437,709267308,M,49,3,1,2,Married,1400,1037,0.779,1651,32,1,0.574,5.17E-05,0.99995
Less than $40K,Blue,Uneducated,31,0,Existing Customer,3827,710035008,F,24,3,2,4,Single,1397,2430,0.88,2491,64,1,0.365,0.00028814,0.99971
$120K +,Blue,High School,42,4,Existing Customer,34516,790082508,M,35,5,2,2,Single,1658,32858,1.095,2935,65,0.711,0.048,0.00011604,0.99988
$60K - $80K,Blue,High School,38,2,Existing Customer,5940,716866308,M,33,6,3,4,Married,1101,4839,0.942,1872,34,1.125,0.185,0.00050163,0.9995
$60K - $80K,Blue,Graduate,45,3,Attrited Customer,13162,709707033,M,32,2,3,2,Single,0,13162,0.512,1424,38,0.583,0,0.99467,0.00533
Less than $40K,Blue,Graduate,50,2,Existing Customer,1963,718346658,F,37,3,2,4,Married,1357,606,0.689,1861,51,0.7,0.691,0.00032656,0.99967
$80K - $120K,Blue,Graduate,58,3,Existing Customer,18713,824157858,M,54,4,3,3,Married,1022,17691,0.682,1524,42,0.615,0.055,0.0003139,0.99969
$80K - $120K,Blue,High School,35,2,Existing Customer,3023,709735008,M,22,3,1,4,Married,1435,1588,0.62,1920,34,0.619,0.475,0.00015363,0.99985
$120K +,Blue,High School,58,3,Existing Customer,6103,814593858,M,53,4,1,2,Single,1798,4305,0.705,1468,34,0.619,0.295,5.56E-05,0.99994
$60K - $80K,Blue,Graduate,42,5,Existing Customer,10607,718416858,M,34,3,3,3,Married,2517,8090,1.197,1903,40,0.538,0.237,0.00031231,0.99969
Less than $40K,Blue,College,32,0,Existing Customer,2917,710307933,F,24,3,3,4,Single,2517,400,0.833,2471,60,0.875,0.863,0.00043053,0.99957
$120K +,Blue,Graduate,35,4,Existing Customer,34516,715870758,M,30,4,3,4,Married,1018,33498,1.129,2350,55,0.774,0.029,0.00054115,0.99946
$80K - $120K,Blue,Uneducated,51,1,Existing Customer,25197,713819283,M,42,6,2,2,Married,2517,22680,0.721,3002,58,0.812,0.1,0.00010985,0.99989
Less than $40K,Blue,Graduate,63,2,Existing Customer,2743,710424408,M,36,5,2,4,Married,1815,928,0.567,1210,25,1.273,0.662,0.00032656,0.99967
$120K +,Blue,Unknown,42,2,Existing Customer,4111,709493283,M,32,5,2,4,Single,1233,2878,0.478,1289,36,0.5,0.3,0.00035894,0.99964
Unknown,Blue,Uneducated,36,0,Existing Customer,3667,712489158,F,18,5,3,2,Single,948,2719,0.641,2781,59,0.844,0.259,0.00015871,0.99984
$40K - $60K,Blue,Graduate,42,3,Existing Customer,3178,719013108,M,33,4,2,4,Divorced,1800,1378,0.89,4605,86,0.623,0.566,0.00033886,0.99966
Unknown,Blue,Graduate,37,3,Attrited Customer,5674,721178583,F,22,2,3,2,Unknown,0,5674,0.906,1096,29,0.526,0,0.99467,0.00533
$80K - $120K,Blue,Graduate,38,2,Existing Customer,11444,717769008,M,36,5,3,4,Married,1278,10166,1.31,2493,44,0.913,0.112,0.000516,0.99948
$40K - $60K,Blue,High School,29,1,Existing Customer,1438.3,709986633,M,36,3,1,3,Married,0,1438.3,0.742,2144,41,0.577,0,8.45E-05,0.99992
$40K - $60K,Blue,Uneducated,54,2,Existing Customer,6387,721062408,M,34,4,3,4,Divorced,1597,4790,0.689,1294,26,0.529,0.25,0.00053055,0.99947
$40K - $60K,Blue,Graduate,33,2,Existing Customer,5657,771349458,M,20,4,3,3,Married,1792,3865,0.904,1914,46,0.769,0.317,0.00030251,0.9997
Unknown,Blue,Uneducated,63,0,Existing Customer,11827,780557658,F,54,5,3,2,Married,0,11827,0.921,1395,37,0.609,0,0.00015871,0.99984
$60K - $80K,Blue,Post-Graduate,49,2,Existing Customer,2608,771441558,M,37,5,3,3,Married,1589,1019,0.982,2073,47,0.516,0.609,0.00035594,0.99964
Less than $40K,Blue,Graduate,44,2,Existing Customer,3203,756409758,F,37,4,5,4,Married,2076,1127,0.543,1433,38,1,0.648,0.00057631,0.99942
Unknown,Gold,College,33,2,Existing Customer,34516,720009558,F,36,3,1,3,Single,1540,32976,1.038,2574,72,0.756,0.045,0.00010376,0.9999
$80K - $120K,Blue,Uneducated,57,3,Existing Customer,2472,778885158,M,38,5,3,3,Married,2457,15,0.693,1392,33,0.737,0.994,0.00032275,0.99968
Less than $40K,Blue,Uneducated,52,3,Existing Customer,2147,715543908,F,43,4,3,3,Married,1173,974,0.653,1352,37,0.37,0.546,0.00032275,0.99968
Less than $40K,Blue,Graduate,52,3,Existing Customer,3416,717591483,F,44,4,1,3,Single,2044,1372,0.994,1924,48,0.92,0.598,9.61E-05,0.9999
Unknown,Blue,Doctorate,39,2,Existing Customer,8058,715042608,F,36,5,2,4,Married,791,7267,1.787,2742,42,2,0.098,0.00047251,0.99953
Unknown,Blue,Unknown,50,5,Existing Customer,3410,755959683,F,43,5,1,2,Unknown,2281,1129,0.518,1296,31,0.348,0.669,6.25E-05,0.99994
$60K - $80K,Blue,College,43,3,Existing Customer,19044,715367058,M,37,5,2,3,Unknown,0,19044,0.721,1780,44,0.76,0,0.00019313,0.99981
$60K - $80K,Blue,Post-Graduate,36,2,Existing Customer,1606,714573258,M,30,4,2,4,Single,798,808,0.59,2229,45,1.045,0.497,0.00038424,0.99962
$120K +,Blue,Graduate,55,4,Existing Customer,24336,712281183,M,36,4,2,2,Married,856,23480,0.459,1425,33,0.65,0.035,0.00011937,0.99988
Less than $40K,Blue,Graduate,30,1,Existing Customer,5030,717670758,F,20,5,2,3,Single,1327,3703,0.803,2523,71,0.775,0.264,0.00017969,0.99982
$120K +,Blue,Unknown,36,3,Existing Customer,24577,720666333,M,24,6,3,2,Married,0,24577,0.75,1897,39,0.393,0,0.00020516,0.99979
Less than $40K,Blue,High School,26,0,Existing Customer,3517,771556308,F,13,6,3,4,Single,1195,2322,0.556,2255,48,0.5,0.34,0.00043049,0.99957
$40K - $60K,Blue,High School,48,3,Existing Customer,7400,708931908,M,36,3,2,3,Single,636,6764,0.972,1568,51,0.5,0.086,0.00019311,0.99981
$40K - $60K,Blue,Graduate,53,2,Existing Customer,2956,718894233,F,36,6,2,4,Married,1391,1565,0.698,2116,63,0.575,0.471,0.00032656,0.99967
Unknown,Blue,High School,42,5,Attrited Customer,3578,771544533,F,30,3,1,4,Married,0,3578,0.759,1015,36,0.44,0,0.99374,0.00626
$120K +,Blue,Graduate,53,2,Attrited Customer,12778,708927108,M,36,1,3,2,Married,507,12271,0.967,1133,28,0.4,0.04,0.99447,0.00553
Less than $40K,Blue,Uneducated,58,2,Existing Customer,1942,717831783,F,45,3,3,4,Married,1536,406,0.615,1371,38,0.407,0.791,0.00053055,0.99947
$80K - $120K,Blue,Graduate,32,2,Existing Customer,29961,709288383,M,26,5,1,3,Divorced,789,29172,0.833,2337,69,0.605,0.026,9.26E-05,0.99991
$60K - $80K,Silver,Uneducated,48,4,Existing Customer,33791,710813733,M,35,5,3,4,Married,0,33791,0.712,1546,41,0.577,0,0.00050277,0.9995
$40K - $60K,Silver,High School,48,5,Existing Customer,17657,721084833,M,34,5,0,2,Married,2018,15639,0.55,1682,39,0.95,0.114,1.85E-05,0.99998
$120K +,Blue,College,54,1,Existing Customer,2821,711258108,M,44,4,3,2,Married,2415,406,0.441,1419,36,0.8,0.856,0.00016415,0.99984
Less than $40K,Blue,High School,59,0,Existing Customer,1479,710149008,M,47,6,3,4,Married,787,692,0.865,2139,70,0.556,0.532,0.00043049,0.99957
$60K - $80K,Blue,Graduate,35,2,Existing Customer,1438.3,711902058,M,36,3,3,2,Married,0,1438.3,1.623,2492,55,0.897,0,0.00017987,0.99982
$40K - $60K,Blue,Post-Graduate,37,4,Existing Customer,6859,716757033,M,27,5,1,4,Married,1766,5093,1.186,3045,56,0.697,0.257,0.00019502,0.9998
$120K +,Blue,High School,36,3,Existing Customer,3404,712688433,M,36,3,2,3,Divorced,1568,1836,1.055,2406,65,0.857,0.461,0.00019311,0.99981
$40K - $60K,Blue,Uneducated,26,0,Existing Customer,2158,713203908,M,15,4,1,3,Single,1695,463,0.766,1833,27,0.588,0.785,8.17E-05,0.99992
Less than $40K,Blue,Graduate,35,3,Attrited Customer,1890,711772008,F,22,1,2,1,Single,666,1224,0.691,1483,36,0.5,0.352,0.98616,0.01384
$60K - $80K,Blue,Post-Graduate,40,1,Attrited Customer,18386,708799983,M,36,6,3,4,Married,890,17496,0.361,1698,43,0.483,0.048,0.99825,0.00175068
Unknown,Blue,Unknown,55,2,Existing Customer,3602,778882758,F,36,5,5,4,Married,2013,1589,0.839,1935,47,1.474,0.559,0.00063344,0.99937
$80K - $120K,Blue,Unknown,39,1,Existing Customer,3766,709157133,M,34,6,1,3,Divorced,1049,2717,0.666,1514,51,0.645,0.279,9.56E-05,0.9999
Less than $40K,Blue,Graduate,39,2,Existing Customer,5634,741344808,F,32,4,2,4,Married,2057,3577,1.399,2905,63,0.969,0.365,0.00032656,0.99967
$40K - $60K,Blue,Unknown,46,2,Existing Customer,3126,739692933,F,29,4,2,4,Single,2517,609,1.235,1638,41,0.519,0.805,0.00035894,0.99964
$60K - $80K,Blue,High School,49,2,Existing Customer,3017,766429908,M,42,6,1,2,Unknown,786,2231,1.081,1640,37,0.762,0.261,5.35E-05,0.99995
$60K - $80K,Blue,Post-Graduate,32,0,Existing Customer,5478,802087683,M,26,6,2,3,Married,1491,3987,1.304,2456,55,0.571,0.272,0.0001933,0.99981
$80K - $120K,Blue,Post-Graduate,35,1,Existing Customer,13046,712491108,M,20,6,3,4,Married,1177,11869,1.214,2601,52,0.733,0.09,0.00056988,0.99943
$40K - $60K,Blue,Graduate,39,2,Existing Customer,8687,714767508,M,31,5,3,2,Married,1146,7541,1.8,2279,33,1.357,0.132,0.00017987,0.99982
Less than $40K,Blue,Graduate,53,2,Existing Customer,6174,720376008,F,40,6,2,4,Married,1421,4753,0.669,2043,52,0.793,0.23,0.00032656,0.99967
